 Asset Description,Commision Year,More than 10years,Purchase Cost,Price more 10k, Asset Status, Expected Lifespan (Years), Asset Age (Year), Warranty Duration,Past Expected, Purchase Category,Purchase Status,Purchase Date
Patient Monitor,2009,1,6187.5,0,Active,7,10.2,11,1,Additional,1,08/07/2009
Aspirators,2009,1,7800,0,Active,10,10.1,11,1,Additional,1,13/08/2009
Physiologic Monitoring Systems,2009,0,29500,1,Active,7,10,11,1,Additional,1,04/09/2009
Physiologic Monitoring Systems,2009,0,35500,1,Active,7,10,11,1,Additional,1,04/09/2009
Humidifiers,2009,0,6000,0,Active,10,9.11,11,0,Additional,1,23/10/2009
Centrifuges,2009,1,9000,0,Active,8,10.1,11,1,Additional,1,21/08/2009
R.O Water Purification System,2009,1,98800,1,Active,8,12.6,12,1,Additional,1,12/03/2007
Fetal Monitors M2702A,2009,1,18500,1,Active,10,10.3,11,1,Additional,1,19/06/2009
Pulse Oximeter,2009,0,8700,0,Active,10,9.11,11,0,Additional,1,08/10/2009
Transport Incubator,2009,1,25000,1,Active,10,10.2,11,1,Additional,1,17/07/2009
Implant Motor,2009,0,24200,1,Active,8,10,11,1,Additional,1,01/09/2009
Electrocardiographs,2009,0,15900,1,Active,8,10,11,1,Additional,1,07/09/2009
"Incubators, Infant",2009,1,24900,1,Active,8,10.2,11,1,Additional,1,22/07/2009
Light Curing Unit,2009,1,1400,0,Active,6,10.1,11,1,Additional,1,25/08/2009
Electrocardiographs,2009,0,9500,0,Active,7,10,11,1,Additional,1,17/09/2009
Physiologic Monitoring Systems,2009,1,49950,1,Active,7,10.1,23,1,Additional,1,14/08/2009
Physiologic Monitoring Systems,2009,1,49950,1,Active,7,10.1,23,1,Additional,1,14/08/2009
Defibrillator,2009,0,23200,1,Active,5,10,36,1,Additional,1,29/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Syringe Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Physiotherapy,2009,1,12000,1,Active,7,10.2,11,1,Additional,1,17/07/2009
Electrosurgical Units,2009,0,185000,1,Active,7,10,23,1,Additional,1,03/09/2009
Block Heater,2009,0,9200,0,Active,5,9.11,11,1,Additional,1,07/10/2009
Block Heater,2009,0,9200,0,Active,5,9.11,11,1,Additional,1,07/10/2009
Test Tube Warmer,2009,0,4800,0,Active,10,9.11,11,0,Additional,1,07/10/2009
Test Tube Warmer,2009,0,4800,0,Active,10,9.11,11,0,Additional,1,07/10/2009
Hit Glass Warm Set For Inverted Microscope,2009,0,11300,1,Active,10,9.1,11,0,Additional,1,05/11/2009
Hit Glass Warm Set For Inverted Microscope,2009,0,11300,1,Active,10,9.1,11,0,Additional,1,05/11/2009
Ventilators,2009,0,34000,1,Active,10,10,11,1,Additional,1,04/09/2009
Ventilators,2009,0,34000,1,Active,10,10,11,1,Additional,1,04/09/2009
Ventilators,2009,0,34000,1,Active,10,10,11,1,Additional,1,04/09/2009
Ventilators,2009,0,34000,1,Active,10,10,11,1,Additional,1,04/09/2009
Ventilators,2009,0,34000,1,Active,10,10,11,1,Additional,1,04/09/2009
Phototherapy Units,2009,1,12000,1,Active,10,10.1,11,1,Additional,1,03/08/2009
Phototherapy Units Led,2009,1,12000,1,Active,10,10.1,11,1,Additional,1,03/08/2009
Lights,2009,1,66000,1,Active,10,10.2,23,1,Additional,1,24/07/2009
Lights,2009,1,66000,1,Active,10,10.2,23,1,Additional,1,24/07/2009
Lights,2009,1,66000,1,Active,10,10.2,23,1,Additional,1,24/07/2009
Voc Meter,2009,0,20500,1,Active,8,9.11,11,1,Additional,1,07/10/2009
Warmers Mobile,2009,1,35000,1,Active,8,10.4,11,1,Additional,1,28/05/2009
Defibrillators,2009,1,24900,1,Active,5,10.2,11,1,Additional,1,17/07/2009
Defibrillators,2009,1,24900,1,Active,5,10.2,11,1,Additional,1,17/07/2009
Model Trimmer,2009,0,6740,0,Active,10,9.1,12,0,Additional,1,11/11/2009
Humidifiers,2009,0,6000,0,Active,10,10,11,1,Additional,1,04/09/2009
Humidifiers,2009,0,6000,0,Active,10,10,11,1,Additional,1,04/09/2009
Ga Machine,2009,1,93500,1,Active,7,10.1,11,1,Additional,1,14/08/2009
Ventilators,2009,0,95000,1,Active,10,9.11,23,0,Additional,1,28/10/2009
Ventilators,2009,0,95000,1,Active,10,9.11,23,0,Additional,1,28/10/2009
Ventilators,2009,0,95000,1,Active,10,9.11,23,0,Additional,1,28/10/2009
Ventilators,2009,0,95000,1,Active,10,9.11,23,0,Additional,1,28/10/2009
Infusion Pump,2009,0,3800,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Infusion Pump,2009,0,3800,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Infusion Pump,2009,0,3800,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Infusion Pump,2009,0,3800,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Infusion Pump,2009,0,3800,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Infusion Pump,2009,0,3800,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3300,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Syringe Pump,2009,0,3200,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Infusion Pump,2009,0,3800,0,Active,10,9.1,11,0,Additional,1,13/11/2009
Headlights,2009,0,3200,0,Active,5,10,23,1,Additional,1,01/09/2009
Headlights,2009,0,3200,0,Active,5,10,23,1,Additional,1,01/09/2009
Pulse Oximeter,2009,0,4880,0,Active,10,10,11,1,Additional,1,29/09/2009
Patient Monitor,2009,1,6187.5,0,Active,7,10.2,11,1,Additional,1,08/07/2009
Micromax Ultrasound System,2009,0,198000,1,Active,8,10,60,1,Additional,1,03/09/2009
Duodenovideoscope,2009,0,89800,1,Active,3,10,11,1,Additional,1,04/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Noise Stick,2009,0,5960,0,Active,10,10,11,1,Additional,1,09/09/2009
Infusion Pump,2009,0,3900,0,Active,10,10,11,1,Additional,1,09/09/2009
Electrosurgical Unit,2009,0,44000,1,Active,7,10,36,1,Additional,1,09/09/2009
Electrosurgical Unit,2009,0,44000,1,Active,7,10,36,1,Additional,1,09/09/2009
Electrosurgical Unit,2009,0,44000,1,Active,7,10,36,1,Additional,1,09/09/2009
Nebulizer,2009,0,980,0,Active,5,10,11,1,Additional,1,02/09/2009
Nebulizer,2009,0,980,0,Active,5,10,11,1,Additional,1,02/09/2009
Retinoscopes,2009,1,1250,0,Active,7,10.2,23,1,Additional,1,20/07/2009
Retinoscopes,2009,1,1250,0,Active,7,10.2,23,1,Additional,1,20/07/2009
Retinoscopes,2009,1,1250,0,Active,7,10.2,23,1,Additional,1,20/07/2009
Retinoscopes,2009,1,1250,0,Active,7,10.2,23,1,Additional,1,20/07/2009
Vital Sign Monitor,2009,1,5625,0,Active,7,10.4,11,1,Additional,1,05/05/2009
Vital Sign Monitor,2009,0,5625,0,Active,7,10,23,1,Additional,1,15/09/2009
Vital Sign Monitor,2009,0,5625,0,Active,7,10,23,1,Additional,1,15/09/2009
Vital Sign Monitor,2009,0,5625,0,Active,7,10,23,1,Additional,1,15/09/2009
Vital Sign Monitor,2009,0,5625,0,Active,7,10,23,1,Additional,1,15/09/2009
Vital Sign Monitor,2009,0,5625,0,Active,7,10,23,1,Additional,1,15/09/2009
Vital Sign Monitor,2009,0,5625,0,Active,7,10,23,1,Additional,1,15/09/2009
Ophtalmic Laser,2009,1,157301,1,Active,10,10.1,23,1,Additional,1,14/08/2009
Patient Monitor,2009,0,7500,0,Active,7,10,12,1,Additional,1,17/09/2009
Aspirator,2009,1,7300,0,Active,10,10.1,11,1,Additional,1,03/08/2009
Lensometers,2009,1,9800,0,Active,12,10.1,11,0,Additional,1,03/08/2009
Optahlmic Equipment,2009,1,13800,1,Active,10,10.1,11,1,Additional,1,03/08/2009
Ultrasound,2009,1,225000,1,Active,8,10.1,23,1,Additional,1,14/08/2009
Pneumatic Bone Punches,2009,1,49999,1,Active,5,10.3,11,1,Additional,1,19/06/2009
Pneumatic High Speed Drill,2009,0,100000,1,Active,8,10,23,1,Additional,1,30/09/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Penumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Pneumatic Compressor Pump(A),2009,0,4500,0,Active,10,9.11,11,0,Additional,1,01/10/2009
Fundus Camera,2009,1,88000,1,Active,8,10.1,11,1,Additional,1,14/08/2009
Vacuum Aspirator,2009,1,2000,0,Active,10,14.11,11,1,Additional,1,27/10/2004
Ph Meter,2009,0,11900,1,Active,10,9.11,11,0,Additional,1,07/10/2009
Ventilators,2009,1,116000,1,Active,10,10.1,11,1,Additional,1,14/08/2009
Ventilators,2009,1,116000,1,Active,10,10.1,11,1,Additional,1,14/08/2009
Patient Monitor,2009,0,7000,0,Active,7,9.11,11,1,Additional,1,08/10/2009
Patient Monitor,2009,0,7000,0,Active,7,9.11,11,1,Additional,1,08/10/2009
Oximeters,2009,1,2500,0,Active,10,10.1,11,1,Additional,1,24/08/2009
Oximeters,2009,1,2500,0,Active,10,10.1,11,1,Additional,1,24/08/2009
Oximeters,2009,1,2500,0,Active,10,10.1,11,1,Additional,1,24/08/2009
Oximeters,2009,1,2500,0,Active,10,10.1,11,1,Additional,1,24/08/2009
Patient Monitor,2009,0,7000,0,Active,7,10,11,1,Additional,1,16/09/2009
Tonometers,2009,0,35000,1,Active,10,9.11,11,0,Additional,1,09/10/2009
Ventilators,2009,1,98800,1,Active,10,10.1,23,1,Additional,1,14/08/2009
Hemofiltration Unit,2009,1,89890,1,Active,8,10.11,11,1,Additional,1,13/10/2008
Hemofiltration Units,2009,1,89890,1,Active,8,10.11,11,1,Additional,1,13/10/2008
Microscope With Multiheaded Attachments,2009,0,62300,1,Active,12,10,11,0,Additional,1,04/09/2009
Electrosurgical Units,2009,0,37500,1,Active,7,10,11,1,Additional,1,01/09/2009
Ventilators,2009,1,33900,1,Active,10,10.2,11,1,Additional,1,08/07/2009
Hand Held Retina Camera,2009,0,88000,1,Active,8,9.11,11,1,Additional,1,16/10/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Cpap,2009,0,5990,0,Active,10,10,23,1,Additional,1,04/09/2009
Micro Hand Drill,2009,1,67000,1,Active,8,10.1,11,1,Additional,1,18/08/2009
Power Hand Drill,2009,1,92900,1,Active,8,10.1,11,1,Additional,1,18/08/2009
Mri Physiologic Monitoring System,2007,1,190000,1,Active,7,11.1,12,1,Additional,1,29/11/2007
Vital Signs Monitor,2007,1,5680,0,Active,7,11.9,12,1,Additional,1,03/12/2007
Vital Signs Monitor,2007,1,5680,0,Active,7,11.9,12,1,Additional,1,03/12/2007
Power Pac Universal,2007,1,12800,1,Active,8,11.1,12,1,Additional,1,06/11/2007
Electrocardiograph,2007,1,5900,0,Active,7,11.9,12,1,Additional,1,04/12/2007
Electrocardiograph,2007,1,5900,0,Active,7,11.9,12,1,Additional,1,04/12/2007
Analytical Balance,2007,1,3050,0,Active,5,11.1,12,1,Additional,1,05/11/2007
Mini Micro Centrifuge,2007,1,1488,0,Active,8,12.1,12,1,Additional,1,13/08/2007
Mini Micro Centrifuge,2007,1,1488,0,Active,8,12.1,12,1,Additional,1,13/08/2007
Mini Micro Centrifuge,2007,1,1488,0,Active,8,12.1,12,1,Additional,1,13/08/2007
High Frequency Osscillatory Ventilator (Anes),2007,1,114800,1,Active,10,11.11,12,1,Additional,1,09/10/2007
Analytical Balance,2007,1,4900,0,Active,5,12,12,1,Additional,1,17/09/2007
Humidifier,2007,1,5000,0,Active,10,11.11,12,1,Additional,1,09/10/2007
Central Monitoring Systems,2007,1,108800,1,Active,7,11.9,12,1,Additional,1,28/12/2007
High Frequency Osscillatory Ventilator (Anes),2007,1,119900,1,Active,10,11.11,12,1,Additional,1,09/10/2007
Defibrillator,2007,1,16250,1,Active,5,11.1,36,1,Additional,1,29/11/2007
Aspirator,2007,1,550,0,Active,10,11.1,12,1,Additional,1,29/11/2007
Urodynamic Measurement System,2008,1,190000,1,Active,7,11.9,12,1,Additional,1,31/12/2007
Infusion Pump,2008,1,4000,0,Active,10,10.1,11,1,Additional,1,21/11/2008
Endoscopy Maintainence Unit,2008,1,2800,0,Active,8,10.1,11,1,Additional,1,04/11/2008
Endoscopy Maintainence Unit,2008,1,2800,0,Active,8,10.1,11,1,Additional,1,04/11/2008
R.O Water Purification System,2008,1,64000,1,Active,8,10.9,11,1,Additional,1,09/12/2008
Physiologic Monitoring System,2008,1,45590,1,Active,7,10.9,11,1,Additional,1,19/12/2008
Syringe Pump,2007,1,10000,1,Active,10,12.5,12,1,Additional,1,13/04/2007
Nebulizer,2007,1,1188,0,Active,5,12.2,12,1,Additional,1,30/07/2007
Electrocardiograph,2007,1,4000,0,Active,7,11.11,12,1,Additional,1,08/10/2007
Syringe Pump(A),2007,1,10000,1,Active,10,12.5,12,1,Additional,1,13/04/2007
Infusion Pump,2008,1,11980,1,Active,10,10.9,11,1,Additional,1,03/12/2008
Pca Pump,2008,1,11980,1,Active,10,10.9,11,1,Additional,1,03/12/2008
Pca Pump,2008,1,11980,1,Active,10,10.9,11,1,Additional,1,03/12/2008
Pca Pump,2008,1,11980,1,Active,10,10.9,11,1,Additional,1,03/12/2008
Syringe Pump,2008,1,1999.5,0,Active,5,10.9,11,1,Additional,1,05/12/2008
Syringe Pump,2008,1,1999.5,0,Active,5,10.9,11,1,Additional,1,05/12/2008
Thalassaemia Micropump,2008,1,1999.5,0,Active,5,10.9,11,1,Additional,1,05/12/2008
Thalassaemia Micropump,2008,1,1999.5,0,Active,5,10.9,11,1,Additional,1,05/12/2008
Thalassaemia Micropump,2008,1,1999.5,0,Active,5,10.9,11,1,Additional,1,05/12/2008
Infusion Pump,2008,1,11980,1,Active,10,10.9,11,1,Additional,1,03/12/2008
Pca Pump,2008,1,11980,1,Active,10,10.9,11,1,Additional,1,10/12/2008
Pca Pump,2008,1,11980,1,Active,10,10.9,11,1,Additional,1,03/12/2008
Pca Pump,2008,1,11980,1,Active,10,10.9,11,1,Additional,1,23/12/2008
Aspirator,2009,1,1000,0,Active,10,10.1,11,1,Additional,1,19/08/2009
Gastrovideoscope,2009,1,69300,1,Active,3,10.1,11,1,Additional,1,19/08/2009
Gastrovideoscope,2009,1,69300,1,Active,3,10.1,11,1,Additional,1,19/08/2009
Colonivideoscope,2009,1,79300,1,Active,3,10.1,11,1,Additional,1,19/08/2009
Light Source,2009,1,30000,1,Active,8,10.1,11,1,Additional,1,19/08/2009
Leakage Tester,2009,1,1000,0,Active,8,10.2,11,1,Additional,1,21/07/2009
Dvd Recorder,2009,1,1000,0,Active,5,10.1,11,1,Additional,1,19/08/2009
Monitor,2009,1,11000,1,Active,10,10.2,11,1,Additional,1,21/07/2009
Video Image Processor,2009,1,38000,1,Active,8,10.1,11,1,Additional,1,19/08/2009
Hemodialysis Unit,2009,1,34440,1,Active,5,10.3,11,1,Additional,1,18/06/2009
Electrocardiograph,2009,1,4900,0,Active,7,10.1,11,1,Additional,1,20/08/2009
Ultracision Harmonic Scalpel,2009,1,188000,1,Active,7,10.1,36,1,Additional,1,21/08/2009
Electrosurgical Unit,2009,1,32000,1,Active,7,10.1,11,1,Additional,1,18/08/2009
Push & Pull Dynamometer,2009,1,4900,0,Active,5,10.1,11,1,Additional,1,26/08/2009
Ventilator,2009,1,64500,1,Active,10,10.1,23,1,Additional,1,26/08/2009
Pulse Oximeter,2009,1,5500,0,Active,10,10.1,11,1,Additional,1,27/08/2009
Pulse Oximeter,2009,1,5500,0,Active,10,10.1,11,1,Additional,1,27/08/2009
Feeding Pump,2009,1,2200,0,Active,5,10.1,11,1,Additional,1,27/08/2009
Feeding Pump,2009,1,2200,0,Active,5,10.1,11,1,Additional,1,27/08/2009
Feeding Pump,2009,1,2200,0,Active,5,10.1,11,1,Additional,1,27/08/2009
Defibrillator,2009,1,18500,1,Active,5,10.1,36,1,Additional,1,27/08/2009
Defibrillator,2009,1,16650,1,Active,5,10.2,36,1,Additional,1,08/07/2009
Defibrillator,2009,1,4000,0,Active,5,10.3,11,1,Additional,1,04/06/2009
Training Manikin,2009,0,48000,1,Active,10,10,12,1,Additional,1,01/09/2009
Operating Table,2009,1,130000,1,Active,15,10.2,36,0,Additional,1,23/07/2009
Brain Retractor,2009,1,49999,1,Active,5,10.4,11,1,Additional,1,26/05/2009
Aspirator,2009,1,7900,0,Active,10,10.2,23,1,Additional,1,27/07/2009
Aspirator,2009,1,7900,0,Active,10,10.2,23,1,Additional,1,27/07/2009
Aspirator,2009,1,7900,0,Active,10,10.2,23,1,Additional,1,27/07/2009
Patient Monitor,2009,1,5500,0,Active,7,10.2,11,1,Additional,1,28/07/2009
Patient Monitor,2009,1,5500,0,Active,7,10.2,11,1,Additional,1,28/07/2009
Syringe Pump,2009,1,2550,0,Active,10,12.2,12,1,Additional,1,10/07/2007
Cardiotocograph,2009,1,18500,1,Active,10,10.1,11,1,Additional,1,03/08/2009
Cardiotocograph,2009,1,18500,1,Active,10,10.1,11,1,Additional,1,03/08/2009
Oxygen Concentrator,2009,1,6800,0,Active,5,10.2,23,1,Additional,1,08/07/2009
Oxygen Concentrator,2009,1,6800,0,Active,5,10.2,23,1,Additional,1,08/07/2009
ECG Machine,2009,1,14900,1,Active,8,10.1,11,1,Additional,1,05/08/2009
Transport Incubator,2009,1,45000,1,Active,10,10.1,11,1,Additional,1,06/08/2009
Camera Emr,2009,1,23000,1,Active,5,10.9,11,1,Additional,1,18/12/2008
Suction Pump,2009,1,700,0,Active,10,10.1,12,1,Additional,1,11/08/2009
Cardiotocograph,2009,1,19500,1,Active,10,10.3,11,1,Additional,1,19/06/2009
Pacobath-Polymerisation Unit,2009,1,4900,0,Active,10,10.1,11,1,Additional,1,13/08/2009
Syringe Pump,2008,1,15000,1,Active,10,11,11,1,Additional,1,26/09/2008
Ph Meter,2008,1,2350,0,Active,10,10.1,11,1,Additional,1,07/11/2008
Defibrillator,2008,1,16300,1,Active,5,10.1,35,1,Additional,1,14/11/2008
Defibrillator,2008,1,16300,1,Active,5,10.11,35,1,Additional,1,29/10/2008
Electrocardiograph,2008,1,10518,1,Active,7,10.1,11,1,Additional,1,17/11/2008
Physiologic Monitoring System,2008,1,33250,1,Active,7,11.1,23,1,Additional,1,29/08/2008
Physiologic Monitoring System,2008,1,33250,1,Active,7,11.1,23,1,Additional,1,29/08/2008
Central Monitoring System,2008,1,33250,1,Active,7,11.1,23,1,Additional,1,29/08/2008
Diagnostic Set,2008,1,1148,0,Active,5,20.11,11,1,Additional,1,10/10/1998
Diagnostic Set,2008,1,1148,0,Active,5,20.11,11,1,Additional,1,10/10/1998
Diagnostic Set,2008,1,1148,0,Active,5,20.11,11,1,Additional,1,10/10/1998
Diagnostic Set,2008,1,1148,0,Active,5,20.11,11,1,Additional,1,10/10/1998
Diagnostic Set,2008,1,650,0,Active,5,20.9,11,1,Additional,1,05/12/1998
Laryngoscope,2008,1,1033,0,Active,5,14.1,11,1,Additional,1,20/11/2004
Diagnostic Set,2008,1,950,0,Active,5,14.8,11,1,Additional,1,01/01/2005
Defibrillator,2008,1,12400,1,Active,5,10.11,11,1,Additional,1,24/10/2008
Vital Sign Monitor,2008,1,9500,0,Active,7,10.1,11,1,Additional,1,20/11/2008
NIBP Electronic,2008,1,5900,0,Active,7,11,11,1,Additional,1,09/09/2008
Laryngoscope,2008,1,950,0,Active,5,14.8,11,1,Additional,1,01/01/2005
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
NIBP Electronic,2008,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
Co2 Incubator,2008,1,28498,1,Active,10,11.2,11,1,Additional,1,17/07/2008
Dialyzer Reprocessing Unit,2008,1,26500,1,Active,5,11.1,11,1,Additional,1,24/08/2008
Dialyzer Reprocessing Unit,2008,1,26500,1,Active,5,11.1,11,1,Additional,1,24/08/2008
Dialyzer Reprocessing Units,2008,1,26500,1,Active,5,11.1,11,1,Additional,1,24/08/2008
Endoscope Camera System,2008,1,49000,1,Active,8,10.1,23,1,Additional,1,20/11/2008
Slit Lamp,2008,1,40000,1,Active,10,11,11,1,Additional,1,15/09/2008
Slit Lamp,2008,1,40000,1,Active,10,11,11,1,Additional,1,15/09/2008
Opthalmoscope,2008,1,500,0,Active,5,10.1,11,1,Additional,1,26/11/2008
Laryngoscope,2008,1,650,0,Active,5,10.11,11,1,Additional,1,26/10/2008
Laryngoscope,2008,1,650,0,Active,5,10.11,11,1,Additional,1,26/10/2008
Laryngoscope,2008,1,750,0,Active,5,10.11,11,1,Additional,1,26/10/2008
Laryngoscope,2008,1,750,0,Active,5,10.11,11,1,Additional,1,26/10/2008
Laryngoscope,2008,1,750,0,Active,5,10.11,11,1,Additional,1,26/10/2008
Laryngoscope,2008,1,750,0,Active,5,10.11,11,1,Additional,1,26/10/2008
Laryngoscope,2008,1,750,0,Active,5,10.11,11,1,Additional,1,26/10/2008
Laryngoscope,2008,1,950,0,Active,5,10.1,11,1,Additional,1,26/11/2008
Laryngoscope,2008,1,950,0,Active,5,10.11,11,1,Additional,1,26/10/2008
